category,header,link
false,['ดื่มโซดากับนมเปรี้ยวก็ช่วยให้ลดน้ำหนัก'],https://cofact.org/article/2fm5bj6a4r9yj
false,['ยาถ่ายหรือยาระบายช่วยลดน้ำหนัก'],https://cofact.org/article/3vj978v1oocbo
false,['น่าคิด. ?..อาจใช่สงครามชีวภาพ..\n\nสิทธิบัตรโคโรนาไวรัส CORONA เป็นไวรัสที่จดสิทธิบัตรอย่างถูกต้องตามกฎหมาย ที่สหรัฐ C.I.A เป็นเจ้าของสิทธิบัตร\nC.I.A. PATENT US7220852B1 – CORONAVIRUS AKA SARS\nแล้วมันหลุดจากห้องแล็บมาระบาดที่จีนได้อย่างไร ???\n\nในสิทธิบัตรด้านล่างเราจะพบหน้าความจริงทั้ง 72 หน้า\nเพื่อให้คุณสามารถตัดสินได้ว่า“การระบาดที่น่ากลัวอย่างกะทันหัน แท้จริงมาจากไหน??\n\nดาวน์โหลด : https://patentimages.storage.googleapis.com/6b/c3/21/a62eb55a0e678c/US7220852.pdf\n\nที่มา : https://prepareforchange.net/2020/01/24/c-i-a-patent-us7220852b1-coronavirus-aka-sars/?fbclid=IwAR0Z7_KLm-YsRNWASWB0vy0fufbzdNCf4E10TfyWy00B8CGl7WNWGCrHyJ4\n\nMead Nation FB'],https://cofact.org/article/3n4sgq6a3w9qi
,['https://fi113.astrobiks.ru/?source=614an&pix=179805109789906&name=vat'],https://cofact.org/article/2gfq33fngdryz
false,['หน้ากากอนามัย ซักแล้วใช้ซ้ำได้จริงหรือไม่?'],https://cofact.org/article/2v1kzalthq06u
false,['เป็นไปได้ไหมว่า ‘ไวรัสโคโรนา’ อาจถูกตัดต่อพันธุกรรมผสม HIV เป็นอาวุธชีวภาพ'],https://cofact.org/article/2z54r6wb0wtgd
false,['อย่าเชื่อ! แผ่นป้ายห้อยคอ ป้องกันไวรัส COVID-19'],https://cofact.org/article/3984fawxlvfbq
mostly-true--middle,"['วิจัย ""กระท่อม"" ทำลายเชื้อไวรัสโคโรน่า 2019']",https://cofact.org/article/2iulmvf740kdp
false,['ไม่ควรทำหน้ากากอนามัยจากกระดาษทิชชู่ ป้องกันไวรัสโควิด 19'],https://cofact.org/article/lw2ynfdy3dm9
middle,['อันตราย! ทำแอลกอฮอล์ล้างแผลทำเจลล้างมือใช้เอง อาจฆ่าเชื้อโควิด 2019 ไม่ได้'],https://cofact.org/article/4ph8s1kc9zdc
false,['ใช้สมุนไพรผงอบเชยชงกับน้ำมะนาว เบกกิ้งโซดา และไวน์แดง ยับยั้งโควิด 19 ได้จริงหรือ?'],https://cofact.org/article/2uxrxffmoim90
false,['ดื่มน้ำอุ่นหรือน้ำร้อนป้องกันโคโรนาไวรัสได้หรือไม่?'],https://cofact.org/article/365vlqk6jzmun
true,['ผู้ชายมีโอกาสเสียชีวิตจากเชื้อไวรัสโควิด 19 มากกว่าผู้หญิง'],https://cofact.org/article/3spuszwg43u6c
false,['กลั้นหายใจ เช็คอาการไอ-แน่นหน้าอก ตรวจการติดเชื้อ ‘ไวรัสโคโรนา?'],https://cofact.org/article/1c8ujx4qnz2gr
false,['จริงไหมว่า ถ้ารักษาความชุ่มชื้นของเยื่อเมือกลำคอ ไม่ให้ลำคอแห้ง ป้องกันโควิด 19?'],https://cofact.org/article/s8971xrnnerz
false,['โคโรน่าไวรัสไม่ได้ติดต่อผ่านมองตา แต่สามารถติดทางเยื่อบุตาได้'],https://cofact.org/article/skyw94xknnjm
middle,['เมื่อติดเชื้อโคโรนาไวรัสแล้ว ไม่ได้ทำให้เสียชีวิตทุกราย'],https://cofact.org/article/fxyy6iu79gmv
mostly-true--middle,['การมีเพศสัมพันธ์จะเสี่ยงติดโควิด 19 หรือไม่?'],https://cofact.org/article/qce5w62bzh8b
middle,['ผู้ป่วยโรคเบาหวาน โรคความดันโลหิตสูง โรคหัวใจ  มีโอกาสเสียชีวิตจากโควิด 19 มากกว่าคนปกติอย่างน้อย 5 เท่า'],https://cofact.org/article/kklydcevvy6z
mostly-false--middle,['จริงไหมที่ว่า ปอดของคนไข้ที่อักเสบจากเชื้อโคโรน่าไวรัสจะฟื้นสภาพดีขึ้นไม่ได้'],https://cofact.org/article/qfpm9lj52zpn
middle,['พืชกระท่อมสามารถทำลายเชื้อไวรัสโคโรนาในเวลาเพียง 0.05 วินาที เชื่อได้ไหม?'],https://cofact.org/article/1czf13k72xwya
false,['ดื่มน้ำต้มกระเทียมรักษาโรคจากไวรัสโคโรนาได้จริงหรือ?'],https://cofact.org/article/2ow2c60jj6r9f
false,['มีคนขายป้ายห้อยคอต้านไวรัสบนอินเทอร์เน็ต'],https://cofact.org/article/3li624881j1u6
false,['มีกระแสข่าวว่าเชื้อโคโรน่าไวรัสเป็นอาวุธชีวภาพของรัฐบาลจีนหรือไม่ก็สหรัฐเก็บไว้แล้วทำพลาดหลุดออกมา?'],https://cofact.org/article/2g3o23phpxjyk
mostly-false--middle,['ไม่จริง!! ไวรัสโคโรนาสายพันธุ์ใหม่ผสมกับไวรัสไข้หวัดนก H5N1 จนเป็นเชื้อรุนแรง'],https://cofact.org/article/3knpfse16opa1
mostly-true--middle,"['สั่งของออนไลน์จากจีน โอกาส ""ติดเชื้อไวรัสโคโรนา (2019-nCoV) น้อย""']",https://cofact.org/article/jffgusv8gia4
middle,['ระวัง! ดื่มน้ำแก้วเดียวกันเสี่ยงติดโควิด 19'],https://cofact.org/article/2prs2yykv6182
mostly-false--middle,['เชื้อไวรัสโคโรนาสามารถแพร่กระจายเชื้อไวรัสทางอากาศ (airborne transmission)'],https://cofact.org/article/246nv5f2icndo
mostly-false--last,"[""'ฟ้าทะลายโจร' ควรกินเสริมภูมิต้านโควิด-19 หรือไม่?""]",https://cofact.org/article/29wumopku0yak
false,['กลั้วคอด้วยน้ําอุ่นผสมเกลือและน้ำส้มสายชู ขจัดเชื้อโคโรน่าไวรัสได้ไหม?'],https://cofact.org/article/evpcohpjj1e7
mostly-true--last,['ระวัง! เชื้อโคโรน่าสายพันธ์ใหม่ 2019 จะติดอยู่บนธนบัตร'],https://cofact.org/article/3bpoj98r95vqw
false,['เชื้อโคโรนาไวรัสสายพันธุ์ใหม่แพร่ผ่านการโดนยุงกัดได้ไหม?'],https://cofact.org/article/3pr3ycdrevwu3
false,['ให้ระวังอย่าโดนฝน! จะมีพายุฝนเหลืองจากประเทศจีนที่จะมีทั้งเชื้อโรคและสารเคมีมาด้วย ข่าวนี้เชื่อได้ไหม?'],https://cofact.org/article/muuu6l57q7ux
false,['ผลิตภัณฑ์ “นาโน สเปรย์” ฆ่าเชื้อโคโรนาไวรัสได้จริงไหม?'],https://cofact.org/article/110yfgvyqqj5d
false,['เชคว่าเจลแอลกอฮอล์ล้างมือเป็นของแท้หรือเป็นของปลอมโดยถูเจลแอลกอฮอล์กับใบเสร็จรับเงิน วิธีนี้เชคได้จริงไหม?'],https://cofact.org/article/19487yeymfaj0
false,['ดื่มน้ำใบมะละกอปั่นสด ช่วยป้องกันและรักษา COVID-19 ได้ไหม?'],https://cofact.org/article/336593s7ju9xj
false,['ยังไม่มีงานวิจัยรองรับว่า อาหารไทยปักษ์ใต้และข้าวหมากแก้โควิด 19'],https://cofact.org/article/20sm9b0rdn1rt
mostly-true--middle,['ดื่มน้ำมะนาวฆ่าเชื้อโควิด19 ไม่ได้'],https://cofact.org/article/xw76fcqxroyy
middle,"['""พระครูท่านหนึ่งฝันว่าได้สูตรสมุนไพรหลายชนิดมาต้มดื่มแทนน้ำแก้โรคโควิด-19 ได้ เหมือนสมัยอยุธยาต้มแก้โรคห่า"" ?']",https://cofact.org/article/5zouk8hrl08g
false,['จริงไหม ถ้าเขย่าแอลกอฮอล์ล้างมือแล้วเป็นฟอง แปลว่าเป็นของปลอม ทำจากน้ำยาเช็ดกระจก ?'],https://cofact.org/article/1lxphxjdopbpt
false,['ยาพาราเซตามอลปนเปื้อนเชื้อไวรัส'],https://cofact.org/article/1jjn686h58ua1
true,['หากแพทย์ชี้ว่าเป็นผู้ต้องสงสัยติดเชื้อไวรัส COVID-19 สามารถใช้สิทธิประกันสังคม ตรวจและรักษาฟรี จริงหรือ?'],https://cofact.org/article/3vwwvz4k9pg2a
mostly-true--middle,['กรมควบคุมโรคแนะวิธีใช้สารเคมีทำความสะอาดให้เหมาะกับพื้นผิวเพื่อลดการแพร่กระจายเชื้อโควิด-19'],https://cofact.org/article/2t62fl9qd1ky3
false,"['แผ่นแปะปราบเชื้อโรค ไวรัส แบคทีเรียได้มาก 3,000 ชนิด']",https://cofact.org/article/x57neoxofukj
true,['ดร.โกเมน พิบูลย์โรจน์ แนะใช้หลอดไฟยูวี ฆ่าเชื้อไวรัสโควิด-19'],https://cofact.org/article/1dccnkstcw5pd
mostly-false--middle,['เสี่ยงตาย! ใช้ผ้าอนามัยแปะหน้ากากป้องกันโควิด 19'],https://cofact.org/article/3abwf6ddizobs
false,['เชื่อได้ไหม? คลิปคณบดีคณะแพทยศาสตร์ศิริราชบอกให้การกลั้วคอด้วยน้ำเกลืออุ่นๆ และดื่มน้ำมะนาว หรือน้ำขิง เพื่อล้างเชื้อไวรัสโควิด-19'],https://cofact.org/article/1uyl9ybvbk1d7
true,"['-สารฆ่าเชื้อที่ใช้ตามบ้านเรือนและสามารถฆ่าเชื้อโคโรน่าไวรัสได้ มี 5 ชนิด ได้แก่ benzalkonium chloride, chloroxylenol, ethyl alcohol, isopropyl alcohol, และ sodium hypochlorite ส่วนมากจะจำหน่ายในความเข้มข้นสูง ดังนั้น ก่อนใช้ ผู้บริโภคต้องนำมาเจือจางด้วยน้ำ ให้มีความเข้มข้นไม่น้อยกว่าความเข้มข้นต่ำที่สุดที่สามารถฆ่าเชื้อได้\n\n- ตัวอย่างเช่น ไฮเตอร์ Haiter® และ คลอร็อกซ์ Clorox® มีสารโซเดียมไฮโปคลอไรท์ที่ฆ่าเชื้อได้ ในรูปของ available Chlorine อยู่ 6% w/w จึงควรเจือจางให้ได้ความเข้มข้นตามที่เหมาะสม เช่น อาจใช้ 1 ส่วนผสมกับน้ำ 11 ส่วน ก็จะได้ความเข้มข้นโดยประมาณ 0.5%\n\n-ส่วนน้ำยาฆ่าเชื้อยี่ห้อ เดทตอล นั้น มีขาย 2 ชนิด คือ Dettol® Hygiene Multi-Use Disinfectant กับ Dettol® Antiseptic Disinfectant ซึ่งมีสารออกฤทธิ์ที่แตกต่างกัน :\n\n-Dettol® Hygiene Multi-Use Disinfectant มีสารออกฤทธิ์เป็น alkyl dimethyl benzoyl ammonium chloride เข้มข้น 2.4%w/w ใช้ฆ่าเขื้อโรคได้ แต่ไม่สามารถใช้กับผิวหนัง\n\n-Dettol® Antiseptic Disinfectant มีสารออกฤทธิ์เป็น chloroxylenol เข้มข้น 4.8% (สังเกตโดยการดูที่ขวดจะมีมงกุฎสีฟ้าบนฉลาก) ซึ่งใช้ได้กับผิวหนัง // ตัวนี้ ถ้าจะใช้ทำความสะอาดพื้นผิว ให้เจือจางในอัตราส่วนน้ำยา 1 ส่วน ผสมน้ำ 39 ส่วน // ถ้าใช้กับผิวหนัง ต้องเจือจางลงให้เหมาะสม เช่น ใช้ล้างบาดแผล ให้เจือจางน้ำยาในอัตราส่วน 1:20 หรือถ้าใช้เพื่ออนามัยของร่างกาย ให้เจือจาง 1:40']",https://cofact.org/article/18e1easu907f4
false,['้าว! 7-Eleven แจกคูปองมูลค่า฿ 500 ฟรีให้กับทุกคนเพื่อฉลองวันครบรอบ รับบัตรของขวัญฟรีได้ที่:     http://www.7eleven-th.club/free/'],https://cofact.org/article/ph9qlyw2ou4k
true,['จุฬาผลิตชุดตรวจ'],https://cofact.org/article/2tie10wnff9l3
,['ลือเด็กทารกอายุ 3 วันพูดได้ บอกให้รับประทานไข่ต้มป้องกันไวรัสโควิด-19'],https://cofact.org/article/9d4odmu49mza
true,['สับปะรดสามารถทำลายเซลล์มะเร็งได้'],https://cofact.org/article/285y352z5rypp
true,['กินยาถ่ายหรือยาระบายช่วยลดน้ำหนักได้หรือ?'],https://cofact.org/article/354q36o7r66hu
true,['กินยาเฟนเตอมีน (Phentermine)  ลดน้ำหนักได้'],https://cofact.org/article/35hwc8j76bzry
true,['ดื่มกาแฟป้องกันนิ่วได้ไหม?'],https://cofact.org/article/3qtc2a2ba4pir
true,['ใช้ “ไทรอยด์ฮอร์โมน” ลดน้ำหนักได้'],https://cofact.org/article/3hlcp26gc0wm3
true,['ใช้ยาขับปัสสาวะลดความอ้วนได้'],https://cofact.org/article/3kn394ig6jy77
mostly-true--middle,['กัญชารักษาโรคมะเร็งได้จริงไหม?'],https://cofact.org/article/287jig0myc7u8
true,['ใช้กัญชารักษาโรคจิต ซึมเศร้า หลงผิด ประสาทหลอนได้'],https://cofact.org/article/2brzjo9awz7w5
true,['นอนไม่หลับรับประทานขี้เหล็กช่วยได้'],https://cofact.org/article/2x27oeon06mpy
true,['พืชชื่อ คาวา (Piper methysticum) รักษาอาการวิตกกังวลได้'],https://cofact.org/article/3lu4shlqk1pvv
true,['ชะเอมเทศปรับสีผิวขาวขึ้นได้จริงหรือ?'],https://cofact.org/article/3b3j2js7bfkck
true,['มะขามแขกยาระบายชั้นเลิศ'],https://cofact.org/article/59zz8uulaxee
true,['ใช้ชุมเห็ดเทศสมุนไพรแก้ท้องผูกชะงัด'],https://cofact.org/article/2dqvsny461yys
true,['แปะก๊วยช่วยป้องกันความจำเสื่อมได้จริงไหม?'],https://cofact.org/article/cya0l67ql47k
true,['กินสาหร่ายทะเลต้านสารพัดโรค'],https://cofact.org/article/ms24e4vivdwc
true,['โสม (Ginsing) เป็นยาอายุวัฒนะ'],https://cofact.org/article/353dygmfcdo5d
true,['บอระเพ็ดต้านแก่ได้'],https://cofact.org/article/sy9fvki2djvq
true,['บอระเพ็ดสยบความชรา'],https://cofact.org/article/1iko3clptylfo
true,['ปวดท้องประจำเดือนใช้ว่านชักมดลูก'],https://cofact.org/article/3p08iv2x1ju2j
true,['กระท่อมยาดีพื้นบ้านไทย'],https://cofact.org/article/zar2r08zhfb
true,['สมุนไพรรักษาประจำเดือน'],https://cofact.org/article/1of7waow7djih
true,['ดื่มน้ำมะพร้าวทุกวันช่วยผิวพรรณสดใส '],https://cofact.org/article/1otakhgprgvx1
true,['กินไก่มากเป็นโรคเกาต์'],https://cofact.org/article/3kfni2sx7sqba
mostly-true--middle,['ดื่มน้ำเย็นไม่ดี'],https://cofact.org/article/1jalqx4t70wep
true,['กินเม็ดฝรั่ง ระวังไส้ติ่งอักเสบ'],https://cofact.org/article/23350jae84983
true,['งดอาหารเย็น ทำให้แก่ช้า'],https://cofact.org/article/2xhmllu0imc3n
true,['ออกกำลังกายกลางแจ้ง ลดความเสี่ยงโรคหัวใจ'],https://cofact.org/article/1zto9yq2vrppe
middle,['กินงาดำทุกวันเป็นยาอายุวัฒนะ'],https://cofact.org/article/14zvdjoqgveks
true,['คนเป็นเบาหวานห้ามทานทุเรียน'],https://cofact.org/article/1rlfvs3wvnx0r
true,['กินอาหารตามกรูปเลือดสามารถลดน้ำหนักได้'],https://cofact.org/article/31zxzd48l533e
true,['น้ำขึ้นฉ่ายฝรั่งมีประโยชน์ด้านสุขภาพหลายอย่าง'],https://cofact.org/article/2sp2tsq7fgxwe
true,['ลดน้ําหนักเร่งด่วน 3 วัน 5 กิโลกรัม ด้วยวิธีการรีดไขมันแบบฮาร์ดคอร์ เน้นทานอาหารหลักๆ คือ น้ำส้ม นมสด ขนมปัง ไข่หรือปลา ผัก และมีผลไม้บางมื้อเท่านั้น'],https://cofact.org/article/1hfuawq0a5mm1
true,['ผงฟูขัดผิวขาวได้'],https://cofact.org/article/1xt5ciik9gtar
true,['มะขามเปียกขัดผิวขาวเนียนใสได้'],https://cofact.org/article/22jw4gs10im8c
true,['น้ำมันมะพร้าวสครับผิวให้ลื่น นุ่ม ชุ่มชื้น ลดอาการผิวแห้ง'],https://cofact.org/article/1uidcwz5ahnup
true,['มะเขือเทศ ขัดผิวใสขาวได้'],https://cofact.org/article/vkugd5q7wjj8
true,['มะนาวช่วยขัดผิวขาวได้'],https://cofact.org/article/3ebg9r8bmwg3b
true,['แตงกวา ฟื้นผิวให้ชุ่มชื้น'],https://cofact.org/article/op674u1jvqjk
true,['ขิง สครับผิวให้เนียนนุ่ม'],https://cofact.org/article/e5ore3vhs3a5
true,['มะละกอ ปรับสีผิวให้ขาวขึ้น'],https://cofact.org/article/3t4g84unadsrb
true,['มะกรูด สครับผิวมันได้ดี'],https://cofact.org/article/226tqdzz8tkz0
true,['มะเขือเทศ ฟื้นฟูผิวไหม้แดด ได้'],https://cofact.org/article/2smivzy2rtip6
true,['ชาเขียวช่วยลดสิวได้'],https://cofact.org/article/xpsex7yhjyxh
true,['ผิวขาวใส ด้วยแป้งข้าวเจ้า มะละกอ น้ำมะนาวกับโยเกิร์ต'],https://cofact.org/article/rqr4zenevk4c
true,['สูตรพอกผิวขาว ด้วยเปลือกส้มอบแห้งเปลือกมะนาวอบแห้ง และโยเกิร์ต'],https://cofact.org/article/23ib1npewodqc
true,['สูตรผิวขาวเร็ว ด้วยน้ำแข็ง'],https://cofact.org/article/3m2xuiofmg089
true,['มะระขี้นก ชะลอความแก่ชราได้'],https://cofact.org/article/1ad1m4orgz0zn
true,['มะระขี้นกช่วยต่อต้านการเกิดโรคมะเร็ง'],https://cofact.org/article/2abh7qgth57xt
true,['เมล็ดมะระขี้นกต้มดื่มเสริมสมรรถภาพทางเพศ'],https://cofact.org/article/3equ3sqquc5dd
true,['สะเดา สมุนไพร ผักพื้นบ้านต้านโรคมะเร็งได้'],https://cofact.org/article/13m3zxvbdekl3
true,['อาหารคลีนดีต่อสุขภาพ'],https://cofact.org/article/31ah0ozq1vcgc
true,['กินยาคุมทำให้มีหน้าอก'],https://cofact.org/article/3cgwf77thmneg
true,['อาหารใส่กลิตเตอร์ กินได้ ปลอดภัย'],https://cofact.org/article/23pnw8pd4atvd
true,['เมล็ดผักกาด แปะหู ลดความอ้วน'],https://cofact.org/article/3pmlel7ftpljf
false,['แค่ดื่มโซดากับนมเปรี้ยวก็ช่วยให้ลดน้ำหนักได้'],https://cofact.org/article/3187bj19v7drm
false,['ดื่มน้ำขิงผสมน้ำผึ้งทุกวันลดน้ำหนักขจัดไขมันได้จริงไหม?'],https://cofact.org/article/uxvlir7s8iu1
