category,header,link
,บ้านหมุนรักษาด้วยน้ำมะพร้าว • ไปรักษาที่โรงพยาบาล เขาจะเข็มมุ่งไปที่ “น้ำในหู” • ส่วนหมอแผนไทยเข็มมุ่งไปที่ “ไตสกปรก” • วิธีแก้ไข - ดื่มน้ำมะพร้าวพร้อมกันห้าลูก เพื่อเพิ่มความดันให้ขับผลึกเกลือที่ค้างในไตออกมา (สำหรับกรณีคนปัสสาวะได้ปกติเพียงมีอาการบ้านหมุน) ปล. ท่านที่ปัสสาวะขัดห้ามกินน้ำทุกชนิดมากๆเพราะฉี่ไม่ออก อันตรายครับ - หลังดื่มน้ำมะพร้าวประมาณหนึ่งชั่วโมงจะปวดปัสสาวะมาก (รีบไปฉี่อย่าอั้นเด็ดขาด) • ผมจะสอนให้ครับให้สังเกตปัสสาวะ - พิจารณากลิ่น กลิ่นฉุนมากบ่งชี้ว่าอะไรค้างคาภายในไต ถ้ากินยามากกลิ่นยานำ ถ้ากินผักผลไม้พวกกรดสูง เช่น ทุเรียน สะตอ กลิ่นไม่ต้องบรรยาย ฯ - พิจารณาสี สีเหลืองเข้ม (ดุจขมิ้น) หรือดำออกแดง(ดุจชานหมาก) หรือสีอื่นๆที่ไม่ใสเหมือนน้ำบ่อ แสดงว่าไตยังทำงานได้ แต่ขับของเสียไม่ทัน จึงเก็บสะสมสารพิษจนป่วย นี่แหละสาเหตุบ้านหมุน - หลังปัสสาวะแล้วทยอยดื่มเรื่อยๆทีละลูก ให้ปัสสาวะอีก - หลังปัสสาวะก็กินน้ำมะพร้าวอีก สลับไปเรื่อยๆจนฉี่ใสและไม่มีกลิ่นก็หยุดกินน้ำมะพร้าวครับ • ปล. ถ้าปวดฉี่ห้ามอั้นฉี่ครับ เพราะจะปวดหัวมาก • หลังจากนี้หนึ่งสัปดาห์อาการบ้านหมุนหรือแพ้อาหารจะค่อยๆบรรเทาลงตามลำดับจนหายปกติ - น้ำมะพร้าวกินรักษาจริงๆ คือห้าลูกแรก - ส่วนที่เหลือกินน้ำมะพร้าวเพื่อบำรุงป้องกันไต - รักษาแบบหมอแผนไทยไม่เร็ว ค่อยเป็นค่อยไป หายก็หยุดกินครับ • เป็นอีกหนึ่งทางเลือก - ท่านอาจหายหรืออาจไม่หาย (ถ้าไม่หายก็ไปหาวิธีอื่นรักษาต่อไปเองนะครับ ถ้ากลัวน้ำมะพร้าวทำให้ป่วยโน้นนี่นั้น ท่านก็อย่ากิน เอาที่ท่านเชื่อเป็นสำคัญ) - บ้านหมุนหลายสาเหตุต้องว่าเคสบายเคส แต่วิธีนี้ที่ผมแนะนำผู้ป่วยส่วนใหญ่หายครับ - รวมถึงแพ้อาหารจนปากเจ่อหน้าบวม ก็ใช้วิธีนี้รักษา - ให้ดีควรกิน 204 ยากษัยเส้น ขับลมพิษในไส้ กินยาสามวันๆละ 5 แคปซูล มื้อเดียวก่อนนอนช่วงท้องว่าง เช้าต้องถ่ายเหลว ถ้าถ่ายมากกว่าสามครั้ง แก้ไขด้วยการดื่มน้ำเย็นใส่น้ำแข็งแก้วใหญ่ๆจะหยุดถ่าย - ผมให้กิน 204 เพื่อขับพิษในลำไส้ด้วยอีกทางหนึ่ง ล้างเส้นอึ ล้างเส้นฉี่เมื่อเลือดลมเดินดีดีทุกเรื่องครับ • ผมเอาประสบการณ์รักษาตนเองเมื่อเจอพิษผงชูรสที่เขมร ลาว หรือเวียดนาม - ผมใช้วิธีนี้ล้าง สำหรับผมสามวันหายเป็นปกติ - ท่านต้องทดลองกินเองว่ากี่วันหาย ให้จดบันทึกและแจ้งคนในครอบครัวทราบ ภายภาคหน้าท่านป่วยลูกหลานจะได้แก้ไขให้ได้ถูกครับ • พวกเราเหล่าผู้เฒ่าเต่า เรามามีสุขภาพดีวิถีบวรเวชกันนะครับ เราเน้นธรรมชาติบำบัดรักษาจ๊ะ หมอบวร จันทร์โภคาไพบูลย์,https://cofact.org/article/3w1687ii3e2rx
false,ดื่มโซดากับนมเปรี้ยวก็ช่วยให้ลดน้ำหนัก,https://cofact.org/article/2fm5bj6a4r9yj
false,ยาถ่ายหรือยาระบายช่วยลดน้ำหนัก,https://cofact.org/article/3vj978v1oocbo
false,น่าคิด. ?..อาจใช่สงครามชีวภาพ.. สิทธิบัตรโคโรนาไวรัส CORONA เป็นไวรัสที่จดสิทธิบัตรอย่างถูกต้องตามกฎหมาย ที่สหรัฐ C.I.A เป็นเจ้าของสิทธิบัตร C.I.A. PATENT US7220852B1 – CORONAVIRUS AKA SARS แล้วมันหลุดจากห้องแล็บมาระบาดที่จีนได้อย่างไร ??? ในสิทธิบัตรด้านล่างเราจะพบหน้าความจริงทั้ง 72 หน้า เพื่อให้คุณสามารถตัดสินได้ว่า“การระบาดที่น่ากลัวอย่างกะทันหัน แท้จริงมาจากไหน?? ดาวน์โหลด : https://patentimages.storage.googleapis.com/6b/c3/21/a62eb55a0e678c/US7220852.pdf ที่มา : https://prepareforchange.net/2020/01/24/c-i-a-patent-us7220852b1-coronavirus-aka-sars/?fbclid=IwAR0Z7_KLm-YsRNWASWB0vy0fufbzdNCf4E10TfyWy00B8CGl7WNWGCrHyJ4 Mead Nation FB,https://cofact.org/article/3n4sgq6a3w9qi
,https://fi113.astrobiks.ru/?source=614an&pix=179805109789906&name=vat,https://cofact.org/article/2gfq33fngdryz
false,เพื่อนแนะนำว่าให้ซักหน้ากากอนามัย จะได้นำกลับมาใช่ใหม่ได้อีก เป็นการประหยัด,https://cofact.org/article/2v1kzalthq06u
false,เชื้อ ‘ไวรัสโคโรนา’ อาจจะเป็นอาวุธชีวภาพที่คนสร้างขึ้นมา,https://cofact.org/article/2z54r6wb0wtgd
false,มีการขายแผ่นป้ายห้อยคอป้องกันโควิด 19,https://cofact.org/article/3984fawxlvfbq
mostly-true--middle,นายเทพไท เสนพงศ์ สส.นครศรีธรรมราช พรรคประชาธิปัตย์ กล่าวว่ากำลังให้นักวิจัยศึกษาว่าพืชกระท่อมสามารถใช้แก้โรคโควิด 19 ได้หรือไม่ ถ้าแก้ได้และทันสถานการณ์แพร่ระบาด เราก็จะดังไปทั่วโลก,https://cofact.org/article/2iulmvf740kdp
false,มีคลิปแนะนำบนยูทูปและบลอกต่างๆเยอะมากที่สอนทำหน้ากากอนามัยจากกระดาษทิชชู่ เพื่อป้องกันโควิด 19,https://cofact.org/article/lw2ynfdy3dm9
middle,แพทย์ มธ. เผยเจลล้างมือที่ฆ่าเชื้อ โควิด-19 ได้ ต้องมีความเข้มข้น 70% ให้ชัวร์ต้องใช้แอลกอฮอล์ล้างแผลเพราะไม่เข้มข้นมันไม่ตาย เตือนไม่ควรสัมผัสหน้ากากฝั่งสีเข้มหลังสวมใส่ อาจปนเปื้อนเชื้อได้,https://cofact.org/article/4ph8s1kc9zdc
false,สูตรรักษาไวรัสโคโรนา ใช้สมุนไพรผงอบเชยชงกับ น้ำมะนาว เบกกิ้งโซดา และไวน์แดง ให้ดื่มทุก 3 ชม. ก็จะหายเป็นปกติ,https://cofact.org/article/2uxrxffmoim90
false,ดื่มน้ำอุ่นหรือน้ำร้อนป้องกันโคโรนาไวรัส,https://cofact.org/article/365vlqk6jzmun
true,ผู้หญิงมีภูมิคุ้มกันโรคสูงกว่าผู้ชาย มีฮอร์โมนเอสโตรเจนซึ่งเป็นฮอร์โมนเพศหญิง ยังมีบทบาทสำคัญในการทำงานของระบบภูมิคุ้มกันร่างกาย,https://cofact.org/article/3spuszwg43u6c
false,มีคำแนะนำที่ส่งต่อในโลกออนไลน์ว่าสามารถตรวจสอบปอดได้ด้วยตัวเอง ด้วยวิธีหายใจให้ลึกที่สุดแล้วกลั้นค้างไว้ 10 วินาที เพื่อเช็กว่าปอดติดเชื้อไวรัสโควิด-19 หรือไม่ ถ้าขณะกลั้นหายใจหากไม่พบอาการไอ แน่นหน้าอก แสดงว่าไม่ติดเชื้อไวรัสฯ,https://cofact.org/article/1c8ujx4qnz2gr
false,ถ้าเยื่อเมือกลำคอแห้ง เชื้อโรคจะเกาะในลำคอ แล้วเข้าสู่ร่างกายได้,https://cofact.org/article/s8971xrnnerz
false,กระทรวงสาธารณสุข ยันไม่สามารถติดต่อได้จากการที่มองตากัน แต่การจะติดเชื้อนั้นเกิดจากเมื่อผู้ติดเชื้อมีการไอหรือจาม แล้วมีละอองออกมาข้างนอก,https://cofact.org/article/skyw94xknnjm
middle,จากข่าวลือในโลกออนไลน์ที่ว่า หากติดเชื้อไวรัสโคโรนาแล้วจะทำให้เสียชีวิตทุกรายในเวลาอันสั้นนั้น ในเอกสารเผยแพร่ หมอชวนรู้ ของแพทย์สภา บอกว่า ข้อมูลของผู้เสียชีวิตจากโรคนี้ ส่วนมากเป็นผู้ป่วยสูงอายุ เลยสร้างภูมิต้านทานช้าจนมาสู้เชื้อไม่ทัน และเป็นผู้ที่มีโรคปอดเรื้อรังอยู่แล้ว ทำให้ปอดอักเสบที่เกิดขึ้นจากการติดเชื้อรุนแรงและรวดเร็ว ทำห้เกิดภาวะการหายใจล้มเหลวเฉียบพลัน ส่วนผู้ที่มีปอดแข็งแรง ก็สามารถทนต่อการก่อโรคของเชื้อที่ค่อยๆ เพิ่มขึ้นจนถึงเวลาที่ภูมิต้านทานของผู้ป่วยเกิดมามากพอ จนต่อสู้ทำลายเชื้อก่อโรคได้ทันก่อนที่เนื้อปอดจะเสียหายจนแก้ไขไม่ทัน ผู้ป่วยที่แข็งแรงกว่าจึงป่วยและฟื้นตัวได้ทันจากภูมิต้านทานของตนเอง,https://cofact.org/article/fxyy6iu79gmv
mostly-true--middle,จากการระบาดของไวรัสโคโรนาทำให้หลายคนสงสัยหรือมีความกังวลว่าการมีเพศสัมพันธ์จะเสี่ยงติดโควิด 19 หรือไม่? ศ.นพ.ยง ภู่วรวรรณ หัวหน้าศูนย์เชี่ยวชาญด้านไวรัสวิทยา จุฬาลงกรณ์มหาวิทยาลัย ประกาศผ่านเฟสบุค ตอบคำถามเรื่องนี้ว่า โรคโควิด-19 รับรอง ถ้ามีสัมพันธ์ อยู่ก่างกัน 2 เมตร ไม่ติดต่อแน่นอน,https://cofact.org/article/qce5w62bzh8b
middle,ในการวิเคราะห์ขนาดใหญ่ครั้งแรกในผู้ติดเชื้อมากกว่า 44000 ในประเทศจีน อัตราการเสียชีวิตในผู้สูงอายุสูงกว่าคนวัยกลางคนถึง 10 เท่า ผู้ที่ป่วยเป็นเบาหวาน ความดันโลหิตสูง โรคหัวใจ หรือปัญหาในการหายใจ มีโอกาสเสียชีวิตมากกว่าคนปกติอย่างน้อย 5 เท่า และผู้ชายมีอัตราการเสียชีวิตสูงกว่าผู้หญิงเล็กน้อย,https://cofact.org/article/kklydcevvy6z
mostly-false--middle,มีกระแสข่าวจากเว็บที่มาจากจีนว่า หากเนื้อปอดถูกทำลายไปแล้วไม่สามารถซ่อมแซมขึ้นมาใหม่ได้ และหมอหลายคนบ้านเราก็บอกว่าถ้าเชื้อไวรัสลงไปที่ปอดแล้วปอดจะฟื้นตัวไม่ได้ ก่อนได้ชื่อโควิด-19 ไวรัสโคโรนาสายพันธุ์ใหม่ตัวนี้เคยถูกเรียกว่า “โรคปอดติดเชื้อไวรัสลึกลับ” เพราะไม่สามารถระบุได้ว่าติดเชื้อจากไวรัสชนิดใด ที่สำคัญแพร่เชื้อได้รวดเร็วกว่าซาร์ส และเมอร์ส คนที่มีภาวะปอดอักเสบติดเชื้อ เนื้อปอดถูกจะทำลายมากกว่าร้อยละ 50 แม้หายจากโรค แต่ร่างกายอาจฟื้นตัวไม่ไหว บางรายถึงขั้นเสียชีวิต,https://cofact.org/article/qfpm9lj52zpn
middle,มีคนเผยแพร่ภาพในอินเทอร์เน็ตที่มีข้อความว่า: องค์การอนามัยโลกบิดบังเรา:พืชกระท่อมสามารถยับยั้งและทำลายเชื้อโคโรนาได้ โดยผลงานวิจัยจาก Profesor Yee T Bi หัวหน้าภาควิชาไวรัสวิทยา มหาวิทยาลัย Datissin ค้นพบว่าไมทราไจนีนในพืชกระท่อมนั้นสามารถทำลายไวรัสได้ภายใน 0.05 วินาที หลังจากรับประทาน และยังมีฤทธิ์ยับยั้งโรคต่างๆ ได้อีก 1975 โรค,https://cofact.org/article/1czf13k72xwya
false,มีกระแสในอินเทอร์เน็ตว่า การดื่มน้ำต้มกระเทียม ช่วยรักษาโรคโควิด-19 ได้ โดยมีภาพที่ถูกแชร์ต่อมีข้อความเกี่ยวกับการนำเอากระเทียมมาต้มน้ำดื่มรักษาไวรัสโคโรนา และบอกวิธีปรุงมาด้วยคือ ใช้กระเทียม 8 ลูก (8 หัว) แกะเปลือกออก ต้มกับน้ำ 7 แก้ว ต้มจนกระเทียมสุก ดื่มวันละ 2 ครั้ง เช้า-เย็น ครั้งละ 1-2 แก้ว ต่อครั้ง,https://cofact.org/article/2ow2c60jj6r9f
false,มีการนำสินค้าที่เป็นสร้อยคอออกมาขาย บอกว่าเป็นสร้อยคอประจุไฟฟ้าลบต้านต้านไวรัสโคโรนาต้านไวรัส มีสารคลอรีนไดออกไซด์ ส่วน อย.ออกมาบอกแล้วว่า ยังไม่มีผลิตภันฑ์นี้ขึ้นทะเบียนกับ อย. จึงขอเตือนประชาชนว่าอย่าหลงเชื่อ,https://cofact.org/article/3li624881j1u6
false,ทั้งสหรัฐฯ และจีนต่างเคยสนใจที่จะสร้างอาวุธชีวภาพ ด้านสงครามเชื้อโรค,https://cofact.org/article/2g3o23phpxjyk
mostly-false--middle,เนื่องจากมีข่าวลือว่าไวรัสโคโรนาสายพันธุ์ใหม่ (2019-nCoV) กับไวรัสไข้หวัดนก H5N1 จนเป็นเชื้อที่รุนแรงมาก ในกรณีนี้ทางห้องปฏิบัติการไวรัสวิทยาและเซลล์เทคโนโลยี ศูนย์พันธุวิศวกรรมและเทคโนโลยีชีวภาพแห่งชาติ (ไบโอเทค) สวทช. ออกมาเปิดเผยว่า ไม่มีทางที่ไวรัสโคโรนาสายพันธุ์ใหม่ (2019-nCoV) กับไวรัสไข้หวัดนก H5N1 จะแลกเปลี่ยนพันธุกรรมกันได้ เพราะเป็นเชื้อไวรัสคนละตระกูลที่ไม่สามารถผสมกันได้,https://cofact.org/article/3knpfse16opa1
mostly-true--middle,เชื้อไวรัสโคโรนาจะไม่ทนต่อการเปลี่ยนแปลงของอุณหภูมิของสิ่งแวดล้อม อีกทั้งยังมีระยะเวลาการขนส่งนาน จำนวนไวรัสที่เหลือรอดมีน้อยดีที่สุด และควรเช็ดแอลกอฮอล์สิ่งของที่ส่งมาก่อนใช้,https://cofact.org/article/jffgusv8gia4
